task_id,source,result,n_smells,smells,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,meteor,codebleu,ast_similarity,codebert_score,bertscore,n_output_tokens
mbpp_463,mbpp,pass,0,,11.000,4.000,66.112,33.000,2.100,69.300,4.000,0.000,2.000,1.703,6.141,18.648,27.711,,7.594,49.219,75.635,78.543,103
mbpp_464,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.070,31.034,47.031,46.667,,25.454,86.792,90.476,94.734,24
mbpp_465,mbpp,pass,0,,2.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,1.000,2.768,31.050,42.740,52.632,,33.852,88.136,90.286,93.153,30
mbpp_466,mbpp,fail,0,,10.000,7.000,85.545,225.621,7.111,1604.417,8.000,30.000,1.000,2.018,46.371,54.167,56.627,,41.033,78.667,84.018,85.809,158
mbpp_467,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.482,4.802,21.028,27.778,,3.717,28.169,74.079,86.171,19
mbpp_468,mbpp,fail,0,,8.000,3.000,98.783,28.529,1.500,42.794,4.000,50.000,1.000,2.233,31.429,35.012,36.667,,18.633,61.878,75.604,82.974,117
mbpp_469,mbpp,fail,0,,9.000,6.000,62.815,166.908,5.000,834.540,5.000,0.000,3.000,1.579,26.505,34.027,40.000,,21.012,45.872,79.951,91.599,127
mbpp_470,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.927,13.478,39.860,40.000,,11.742,80.597,87.588,92.197,28
mbpp_471,mbpp,fail,0,,2.000,2.000,85.608,12.000,0.667,8.000,0.000,0.000,1.000,4.650,15.858,36.883,43.243,,11.496,41.667,82.518,91.301,29
mbpp_472,mbpp,pass,0,,2.000,2.000,80.986,15.510,1.000,15.510,0.000,0.000,2.000,3.581,18.789,45.270,32.258,,22.194,41.791,83.209,92.498,33
mbpp_473,mbpp,fail,0,,4.000,1.000,100.000,0.000,0.000,0.000,0.000,25.000,2.000,2.555,10.193,35.020,22.642,,18.184,63.158,80.103,87.000,54
mbpp_474,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.278,19.593,48.455,28.571,,28.556,81.081,87.427,89.672,26
mbpp_475,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,2.364,16.903,33.849,35.294,,18.107,57.143,78.305,86.173,27
mbpp_476,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,5.132,34.494,39.491,50.000,,25.897,82.051,86.359,93.477,19
mbpp_477,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.724,46.235,57.860,71.429,,41.214,100.000,94.526,94.689,15
mbpp_478,mbpp,pass,0,,2.000,3.000,90.922,2.000,0.500,1.000,0.000,0.000,2.000,3.381,10.388,27.981,22.222,,10.335,39.286,77.489,85.439,25
mbpp_479,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.420,36.312,54.853,63.636,,14.843,55.000,85.178,91.112,19
mbpp_480,mbpp,pass,0,,13.000,4.000,64.972,28.529,1.500,42.794,6.000,0.000,0.000,1.604,15.502,28.098,29.213,,9.711,68.790,77.315,90.060,93
mbpp_481,mbpp,fail,0,,6.000,5.000,97.201,66.608,2.667,177.621,5.000,50.000,2.000,2.352,23.533,43.253,42.857,,20.368,59.494,77.656,84.232,123
mbpp_482,mbpp,pass,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,2.510,45.400,67.237,87.805,,43.105,100.000,90.791,87.472,45
mbpp_483,mbpp,fail,0,,6.000,3.000,72.432,28.529,1.500,42.794,3.000,0.000,1.000,3.836,33.509,49.636,47.826,,24.388,57.143,83.233,92.775,49
mbpp_484,mbpp,pass,0,,6.000,3.000,100.000,4.755,0.500,2.377,0.000,50.000,2.000,2.320,10.909,35.339,26.316,,33.302,65.789,78.959,87.560,97
mbpp_485,mbpp,pass,0,,6.000,3.000,100.000,16.253,1.333,21.671,3.000,66.667,3.000,2.562,16.954,31.200,29.565,,10.515,43.478,74.012,82.124,92
mbpp_486,mbpp,pass,0,,5.000,1.000,100.000,66.608,1.800,119.894,0.000,40.000,1.000,2.879,25.105,30.052,32.184,,16.933,22.368,78.408,85.136,81
mbpp_487,mbpp,pass,0,,2.000,1.000,87.350,2.000,0.500,1.000,0.000,0.000,1.000,2.879,3.389,21.541,14.035,,4.435,25.397,74.802,84.897,27
mbpp_488,mbpp,fail,0,,2.000,1.000,80.444,68.532,2.400,164.478,0.000,0.000,1.000,7.907,42.071,44.787,57.895,,9.843,64.865,85.934,91.145,41
mbpp_489,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,5.118,11.900,33.517,32.653,,4.110,40.000,74.784,89.182,28
mbpp_490,mbpp,fail,0,,7.000,4.000,71.565,22.459,1.875,42.110,6.000,0.000,4.000,1.769,10.452,35.631,32.432,,17.777,44.604,77.698,85.892,77
mbpp_491,mbpp,pass,0,,2.000,1.000,81.181,53.774,2.500,134.436,0.000,0.000,0.000,7.403,41.240,35.548,68.750,,13.603,59.375,85.161,90.584,34
mbpp_492,mbpp,pass,0,,12.000,4.000,62.041,96.000,4.800,460.800,5.000,0.000,1.000,1.338,25.398,31.256,45.238,,36.687,81.143,82.309,80.219,89
mbpp_493,mbpp,fail,0,,17.000,2.000,55.866,270.000,2.571,694.286,4.000,0.000,5.000,1.736,7.605,21.167,15.596,,12.311,49.002,74.004,88.090,177
mbpp_494,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.211,26.060,43.297,47.059,,9.236,73.077,87.543,92.089,27
mbpp_495,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.156,34.954,44.718,54.545,,21.097,62.500,89.958,92.732,24
mbpp_496,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,33.333,1.000,5.519,36.828,61.139,50.000,,28.291,82.051,88.959,92.291,39
mbpp_497,mbpp,pass,0,,3.000,1.000,76.786,64.529,2.000,129.059,0.000,0.000,1.000,4.907,30.235,59.170,35.000,,22.953,55.556,87.617,90.779,37
mbpp_498,mbpp,pass,0,,4.000,2.000,78.587,13.932,1.333,18.575,1.000,0.000,0.000,1.607,3.163,13.915,16.667,,13.623,33.663,75.950,90.698,33
mbpp_499,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.356,32.494,53.526,50.000,,19.345,72.000,89.135,93.838,17
mbpp_500,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.252,13.994,43.868,38.095,,10.292,35.897,82.008,89.584,17
mbpp_501,mbpp,fail,0,,6.000,4.000,98.658,68.532,2.400,164.478,4.000,66.667,2.000,3.001,13.630,22.586,20.438,,16.592,47.917,70.379,87.557,123
mbpp_502,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.149,11.753,42.029,37.500,,24.418,75.862,83.894,92.037,17
mbpp_503,mbpp,pass,0,,2.000,2.000,83.344,25.266,1.200,30.319,0.000,0.000,2.000,2.336,21.352,40.665,37.838,,15.114,53.846,85.347,91.678,33
mbpp_504,mbpp,fail,0,,2.000,1.000,80.627,64.529,2.000,129.059,0.000,0.000,0.000,4.540,35.098,41.434,48.485,,8.471,46.875,83.468,89.854,36
mbpp_505,mbpp,pass,0,,7.000,3.000,72.825,15.510,1.000,15.510,3.000,0.000,2.000,1.797,21.491,37.592,36.364,,25.918,48.780,81.849,91.785,67
mbpp_506,mbpp,pass,0,,7.000,3.000,71.139,27.000,1.800,48.600,2.000,0.000,1.000,2.516,3.395,28.606,34.091,,10.627,27.551,79.671,83.788,49
mbpp_507,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,0.000,2.185,17.400,45.877,53.659,,19.742,54.902,84.492,89.444,32
mbpp_508,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,2.803,6.659,20.611,19.231,,11.500,30.769,83.366,88.516,32
mbpp_509,mbpp,pass,0,,6.000,3.000,70.613,51.891,2.857,148.261,1.000,0.000,3.000,3.734,26.234,39.718,55.882,,19.864,65.600,79.466,89.993,72
mbpp_510,mbpp,fail,0,,12.000,5.000,63.488,57.059,3.000,171.176,8.000,0.000,2.000,2.206,19.690,38.625,50.909,,21.853,39.044,84.684,84.315,85
